"Ancestry/Origin","ID","","Individual","astl","astl","astl","astr","astr","astr","bas","bas","bas","brg","brg","brg","dacl","dacl","dacl","dacr","dacr","dacr","ecml","ecml","ecml","ecmr","ecmr","ecmr","ectl","ectl","ectl","ectr","ectr","ectr","fmal","fmal","fmal","fmar","fmar","fmar","fmtl","fmtl","fmtl","fmtr","fmtr","fmtr","glb","glb","glb","lam","lam","lam","mastl","mastl","mastl","mastr","mastr","mastr","nas","nas","nas","obhi","obhi","obhi","obhir","obhir","obhir","obhs","obhs","obhs","obhsr","obhsr","obhsr","ops","ops","ops","proHEST","proHEST","proHEST","ssp","ssp","ssp","wnbl","wnbl","wnbl","wnbr","wnbr","wnbr","zygl","zygl","zygl","zygoml","zygoml","zygoml","zygomr","zygomr","zygomr","zygool","zygool","zygool","zygoor","zygoor","zygoor","zygr","zygr","zygr"
"EUROPEAN AMERICAN","917","MAXWELL MUSEUM","F","188.173599999999","-160.107","229.0081","309.409699999999","-184.133199999999","237.526999999999","254.205199999999","-131.980899999999","246.8754","236.4738","-215.357","341.7228","244.39","-105.912499999999","328.033399999999","267.952099999999","-109.7502","332.005299999999","232.9036","-76.2994","283.765499999999","293.312","-88.8032999999999","287.303","208.503099999999","-101.4237","313.881899999999","305.5355","-119.1055","320.179899999999","205.790899999999","-107.776","321.732","305.4612","-124.6125","328.908599999999","202.0352","-112.7044","321.0844","308.1258","-130.8407","327.881399999999","256.985099999999","-113.7992","350.1299","234.024599999999","-237.208","229.0042","204.4352","-117.4482","232.664999999999","307.241699999999","-137.955199999999","240.4559","256.7953","-108.805","344.124399999999","231.2966","-87.0378999999999","317.443199999999","290.049399999999","-98.6042999999999","320.530399999999","219.358399999999","-109.3101","338.264099999999","290.038799999999","-123.1108","342.5459","254.356699999999","-149.001499999999","213.213799999999","266.906099999999","-59.9185","305.5376","265.666499999999","-64.141","308.855099999999","254.799","-99.5887","336.881899999999","261.5144","-101.4691","337.191599999999","191.544099999999","-106.9565","279.0464","216.7435","-78.4848999999999","293.656299999999","306.7398","-94.0947","300.576799999999","234.303599999999","-88.2545999999999","317.9938","287.7144","-96.5619999999999","320.9302","320.1865","-133.012","281.3303"
"EUROPEAN AMERICAN","918","MAXWELL MUSEUM","F","194.3033","-155.2679","228.2833","298.3175","-210.9324","220.756","269.920799999999","-142.2672","240.336199999999","231.9941","-215.7769","341.6832","278.483999999999","-111.7715","318.795999999999","299.5738","-123.3754","318.0128","273.1168","-77.9226","270.6378","327.0308","-108.435","269.7169","241.747899999999","-96.4929999999999","307.366499999999","330.2961","-145.3974","301.0665","241.226699999999","-101.7388","319.515199999999","328.3192","-149.4956","310.8337","235.7123","-103.0764","317.557599999999","329.093999999999","-156.166699999999","309.4583","290.2432","-121.5046","341.6397","215.0644","-240.0856","234.7717","224.8878","-120.1622","227.7221","311.4716","-168.2384","220.9436","290.9871","-116.8095","331.9144","250.918399999999","-106.9008","330.9375","320.5077","-119.0776","302.7697","250.9496","-106.7937","331.1116","317.1637","-143.2159","328.22","257.5751","-160.7244","213.1261","312.469699999999","-64.7797","283.2264","306.651299999999","-83.4090999999999","292.1213","286.8613","-110.8322","323.701199999999","296.5371","-116.6186","323.115","223.2389","-99.28","275.7191","256.4309","-77.6817999999999","285.2402","336.7549","-121.5183","280.000299999999","271.4868","-93.0562","307.220199999999","320.807599999999","-119.532799999999","302.5362","334.5176","-161.667399999999","266.6517"
"EUROPEAN AMERICAN","919","MAXWELL MUSEUM","M","139.0412","-244.0481","213.401","233.21","-292.947299999999","221.030499999999","207.005599999999","-217.3758","233.7658","163.217299999999","-307.172399999999","340.9728","206.545199999999","-201.0798","325.9012","224.0591","-208.0542","326.524099999999","200.4498","-159.2724","279.341799999999","258.225199999999","-186.064899999999","276.456999999999","172.365399999999","-182.8871","318.910599999999","259.1718","-221.8409","318.5706","169.924499999999","-188.9161","323.7359","255.5911","-228.4308","325.240099999999","162.978199999999","-193.0718","324.1949","257.1437","-236.650299999999","324.1557","211.4522","-208.2003","346.5745","156.360199999999","-325.353999999999","220.5166","155.6232","-195.091399999999","224.4532","256.6686","-242.4789","222.6902","213.4532","-205.246199999999","339.1498","198.2379","-178.2119","317.049699999999","246.2927","-200.2242","318.032899999999","183.2485","-198.442399999999","338.613499999999","239.5385","-223.5616","339.3374","198.689699999999","-237.068999999999","203.132299999999","-9999","-9999","-9999","237.1165","-157.9447","310.8865","212.451699999999","-199.2196","331.6039","220.9695","-202.6388","331.772499999999","160.1943","-178.867099999999","295.343599999999","183.764299999999","-161.179499999999","301.5556","269.8956","-200.6798","300.9415","196.2139","-176.8504","316.9449","249.5701","-201.7982","317.806199999999","269.256399999999","-238.9421","280.353999999999"
"EUROPEAN AMERICAN","920","MAXWELL MUSEUM","F","206.473099999999","-154.883","220.273599999999","303.433699999999","-202.6527","236.253199999999","275.166699999999","-127.236","248.7647","218.32","-226.1518","333.1227","259.9175","-118.333299999999","336.2604","279.5355","-128.1425","341.2144","262.112","-77.9286","297.4732","311.807399999999","-103.5023","304.4153","230.4506","-101.8484","321.5901","312.2312","-143.0851","330.5559","225.633299999999","-112.1874","331.619199999999","304.578599999999","-152.6869","341.8618","218.897799999999","-116.2188","330.7131","305.7192","-159.5789","339.738299999999","262.124799999999","-135.0558","358.7502","226.894399999999","-234.224099999999","219.739399999999","229.432799999999","-108.977","232.9627","319.988699999999","-153.3384","247.3392","265.567099999999","-128.249799999999","352.335199999999","254.2654","-94.4125999999999","328.137999999999","303.0921","-120.1515","334.083399999999","235.8075","-117.263499999999","344.501899999999","294.3116","-146.7127","351.159299999999","268.7991","-142.9866","217.076699999999","293.396099999999","-76.3132999999999","322.241499999999","290.0445","-81.6390999999999","324.6702","267.393399999999","-117.4366","346.4275","273.9742","-121.1613","346.6632","217.2413","-104.5338","284.3867","243.314799999999","-80.6090999999999","306.4984","320.7461","-119.0644","317.455499999999","257.139799999999","-96.5688999999999","328.8661","299.2962","-117.829899999999","334.580199999999","323.4737","-154.6217","294.629"
"EUROPEAN AMERICAN","921","MAXWELL MUSEUM","F","175.8633","-196.208699999999","222.49","282.8398","-226.8091","221.8298","243.950999999999","-161.900399999999","234.9411","223.9914","-231.6798","344.880499999999","244.4956","-130.8265","311.813499999999","263.2371","-136.228299999999","312.5369","-9999","-9999","-9999","-9999","-9999","-9999","209.4814","-121.7567","299.357199999999","297.5099","-148.3562","299.1215","207.9215","-126.200999999999","309.1827","296.992599999999","-153.2217","307.7927","204.2355","-130.041699999999","309.525699999999","298.4732","-158.3167","307.725799999999","254.530599999999","-135.2168","329.9395","212.0204","-270.8904","234.1338","195.9773","-149.438999999999","223.868599999999","293.2079","-179.5222","222.8419","254.9746","-131.8026","323.6659","234.3972","-113.8023","298.4606","281.544899999999","-128.252","298.9012","218.7459","-129.5274","322.6202","283.289199999999","-148.4011","323.5074","237.5925","-184.27","204.3804","267.2559","-91.0159","280.285199999999","262.710399999999","-100.9564","284.4746","252.6245","-126.6236","315.8879","259.784499999999","-128.348999999999","315.705699999999","192.576799999999","-132.246299999999","267.5428","218.3572","-104.6747","278.5781","297.572999999999","-128.5204","278.870499999999","234.156399999999","-114.4726","298.2092","281.5031","-128.6646","298.4692","303.8494","-166.4653","268.5133"
"EUROPEAN AMERICAN","922","MAXWELL MUSEUM","F","187.7389","-177.321599999999","225.848199999999","299.4771","-204.6004","235.377","253.6908","-141.0165","237.514399999999","231.114299999999","-215.307899999999","354.136599999999","248.1157","-108.5129","323.8954","267.1777","-114.2532","324.85","235.2132","-88.4097","277.0301","292.8611","-102.6139","281.371399999999","211.5757","-104.4285","307.569","302.809199999999","-127.8298","313.780899999999","208.0243","-109.9102","317.0042","301.677399999999","-133.0352","322.432099999999","204.6543","-114.9304","315.86","303.095","-139.1403","322.2805","255.6559","-114.0092","345.400399999999","224.5809","-257.154999999999","238.968799999999","206.5447","-126.688999999999","224.8454","304.552599999999","-149.172699999999","230.4608","256.620299999999","-110.0681","338.5951","234.7512","-93.667","310.020899999999","287.4098","-106.5086","314.714","220.0095","-112.283","332.2773","298.5094","-111.497699999999","312.7516","250.625699999999","-165.2767","209.0309","294.197799999999","-97.3054","303.906499999999","269.6986","-72.9988","306.770899999999","252.4101","-106.4554","331.4089","263.3745","-109.6567","332.0625","195.952499999999","-117.412","273.1464","222.7058","-84.0644999999999","287.5144","304.985","-105.1581","295.172","235.0464","-93.6033999999999","309.9628","287.739399999999","-106.5341","314.5887","313.230099999999","-147.1799","283.1589"
"EUROPEAN AMERICAN","923","MAXWELL MUSEUM","M","137.1817","-229.182099999999","217.3077","242.8827","-288.8018","219.6576","211.214499999999","-216.145299999999","244.310599999999","158.521999999999","-306.5468","331.973099999999","204.617899999999","-201.6817","337.451","221.264399999999","-208.235","338.290599999999","202.0397","-156.9189","285.654299999999","262.0785","-188.3728","288.303699999999","169.9699","-183.3989","319.543099999999","258.3141","-225.8271","322.5971","166.8324","-189.1082","326.8987","254.492899999999","-232.2782","331.4503","162.5636","-192.859199999999","323.7595","254.4435","-239.252999999999","328.683899999999","208.408199999999","-209.7031","359.6866","160.0214","-321.1814","216.27","163.384999999999","-192.8733","230.2413","260.964499999999","-242.197399999999","230.796899999999","212.1748","-205.175199999999","352.206799999999","197.395299999999","-178.8146","325.5581","245.024","-201.3796","328.892699999999","176.1114","-195.9136","342.6404","241.4958","-226.5582","347.1292","203.781399999999","-234.8616","212.1039","242.1063","-148.447499999999","313.3806","236.4366","-159.0756","320.0842","210.3599","-200.2708","344.476","217.9335","-204.0591","345.345","152.843899999999","-186.2905","280.9748","185.2629","-160.6569","305.510699999999","269.083599999999","-200.7912","306.949799999999","195.656","-177.6063","324.367999999999","247.155399999999","-202.6971","327.8967","269.3403","-239.523699999999","287.4576"
"EUROPEAN AMERICAN","924","MAXWELL MUSEUM","M","148.694099999999","-231.160799999999","220.3073","259.7108","-293.0244","237.508999999999","222.2066","-219.771099999999","241.9109","170.3312","-299.022499999999","339.311399999999","222.705099999999","-199.230799999999","328.715899999999","238.2821","-209.8583","331.6265","-9999","-9999","-9999","-9999","-9999","-9999","189.129099999999","-177.7886","317.783099999999","271.6397","-231.648699999999","320.3876","185.5644","-184.397099999999","327.9175","269.250499999999","-236.4606","327.810999999999","179.7127","-186.4742","327.9571","269.026799999999","-243.634999999999","327.6134","228.0634","-209.334399999999","349.9273","157.8463","-319.0871","237.9469","175.916699999999","-183.5711","231.5907","273.566599999999","-248.1422","232.4797","230.281499999999","-206.0736","346.8906","216.3076","-176.1689","316.245799999999","264.3401","-206.8768","316.68","195.5047","-195.3189","341.7278","252.6311","-230.482599999999","343.4938","214.0086","-233.6917","208.1574","257.746699999999","-161.7953","303.911499999999","252.529799999999","-168.3846","310.7697","227.5164","-198.898699999999","337.1539","237.3666","-204.3312","337.4886","166.997899999999","-177.4148","279.450899999999","205.7585","-160.703599999999","297.081099999999","280.8527","-206.911399999999","300.584799999999","216.709399999999","-176.268599999999","316.407699999999","260.8383","-204.739299999999","318.194399999999","284.6447","-250.7002","283.9895"
"EUROPEAN AMERICAN","925","MAXWELL MUSEUM","F","197.223099999999","-180.264999999999","212.163","282.614899999999","-243.460299999999","221.5492","265.0301","-170.852399999999","232.5368","214.3039","-233.3796","338.151799999999","264.4701","-141.902999999999","308.603099999999","280.4341","-152.853299999999","310.7366","262.1018","-118.9257","254.3836","310.070699999999","-148.338699999999","262.1788","235.5215","-121.031899999999","295.164699999999","311.5522","-173.5951","300.7774","231.972399999999","-126.548","306.280199999999","307.7559","-183.628899999999","312.2495","225.827","-127.932199999999","305.7767","307.3947","-183.6507","312.2941","269.9502","-148.7323","332.0776","197.1287","-266.092699999999","243.470699999999","221.824","-147.775399999999","217.1929","303.626199999999","-204.7931","226.4992","272.784899999999","-145.4036","324.248899999999","259.6238","-119.3773","296.600399999999","304.9374","-151.5884","300.385499999999","242.107699999999","-133.871","319.0982","295.8842","-170.024599999999","324.3824","254.5658","-190.384999999999","208.079199999999","303.331","-109.1883","280.618699999999","296.854899999999","-116.6172","288.322499999999","272.8992","-139.5607","316.095599999999","278.9178","-144.0251","316.7187","215.5978","-126.8621","263.617099999999","251.5943","-105.7811","276.223599999999","321.0486","-156.0731","282.923299999999","260.2323","-119.0509","296.778599999999","305.256399999999","-151.095699999999","300.4187","316.9028","-197.687299999999","272.9232"
"EUROPEAN AMERICAN","926","MAXWELL MUSEUM","F","214.850799999999","-166.0975","195.5942","304.143399999999","-222.0063","204.8382","283.8217","-150.4419","217.5617","234.6343","-214.335","322.9687","282.0846","-124.1251","303.3788","296.3038","-132.8398","305.780899999999","281.3125","-96.4688","255.1064","328.1216","-130.0097","258.4345","251.4443","-103.6622","287.9347","331.635699999999","-151.8398","295.108299999999","246.295899999999","-109.776","297.8034","327.422399999999","-159.2047","304.617599999999","240.844799999999","-116.9531","302.3136","326.0423","-165.5754","302.6609","285.56","-130.605999999999","322.2581","221.7563","-248.1146","208.8213","243.546699999999","-122.2181","205.5197","327.163","-175.760099999999","213.478","287.8138","-128.302699999999","318.5142","279.0009","-99.6548999999999","289.8847","320.5849","-129.018599999999","294.697499999999","257.6884","-112.1491","312.874","312.873699999999","-149.5729","318.510499999999","274.4377","-170.170899999999","185.2209","319.690699999999","-83.5913","281.681899999999","314.156299999999","-91.8971999999999","285.7799","288.291999999999","-121.3147","310.462899999999","296.0607","-125.3053","311.297","233.4444","-113.6734","248.5282","268.326","-93.7287","272.1367","337.9818","-135.5598","278.1265","278.5937","-100.7726","289.981299999999","320.999","-126.0652","294.791999999999","335.5521","-176.1816","257.610599999999"
