"Ancestry/Origin","ID","","Individual","astl","astl","astl","astr","astr","astr","bas","bas","bas","brg","brg","brg","dacl","dacl","dacl","dacr","dacr","dacr","ecml","ecml","ecml","ecmr","ecmr","ecmr","ectl","ectl","ectl","ectr","ectr","ectr","fmal","fmal","fmal","fmar","fmar","fmar","fmtl","fmtl","fmtl","fmtr","fmtr","fmtr","glb","glb","glb","lam","lam","lam","mastl","mastl","mastl","mastr","mastr","mastr","nas","nas","nas","obhi","obhi","obhi","obhir","obhir","obhir","obhs","obhs","obhs","obhsr","obhsr","obhsr","ops","ops","ops","proHEST","proHEST","proHEST","ssp","ssp","ssp","wnbl","wnbl","wnbl","wnbr","wnbr","wnbr","zygl","zygl","zygl","zygoml","zygoml","zygoml","zygomr","zygomr","zygomr","zygool","zygool","zygool","zygoor","zygoor","zygoor","zygr","zygr","zygr"
"Spain","584","OLORIZ COLLECTION","unknown","97.5191999999999","-170.0047","190.480799999999","116.2627","-262.3432","186.925999999999","119.876099999999","-214.2032","231.6724","-3.45509999999999","-233.9616","229.925","76.772","-214.8308","299.268199999999","80.3354","-231.595","298.906999999999","-9999","-9999","-9999","-9999","-9999","-9999","75.8819","-180.5438","291.5595","90.4342999999999","-264.8736","289.4424","69.2724999999999","-180.942299999999","292.7035","83.1229","-266.9228","290.430499999999","63.9333999999999","-178.918299999999","287.9762","80.5314999999999","-269.970199999999","285.1369","64.8939","-226.062099999999","306.8915","55.149","-225.3557","151.0244","117.0965","-168.2978","219.827699999999","132.548599999999","-260.865999999999","217.545099999999","71.4305999999999","-226.104299999999","305.5299","90.9535999999999","-198.0585","303.408","98.3389999999999","-246.7664","300.704","61.8387","-198.6551","302.4313","72.5521999999999","-257.2878","299.6927","126.2482","-214.054499999999","198.0718","129.1215","-216.4349","314.660799999999","114.1456","-218.476699999999","311.537399999999","76.7340999999999","-220.1497","305.6177","78.3349","-226.828399999999","304.1795","88.5211999999999","-162.7115","261.0588","99.5708999999999","-179.426899999999","296.232199999999","113.5729","-259.9465","293.2468","90.3371999999999","-199.1107","302.8786","97.7776","-244.1493","301.723","108.0993","-276.589299999999","260.425999999999"
"Spain","585","OLORIZ COLLECTION","unknown","91.6431999999999","-162.5652","199.609299999999","113.4866","-265.801499999999","190.402099999999","120.757","-214.145","236.9631","-7.75129999999999","-239.8428","245.628099999999","79.4450999999999","-217.427799999999","314.9585","83.0749","-236.506599999999","311.694999999999","128.6969","-187.3435","297.274999999999","141.2467","-242.9212","297.166999999999","81.9870999999999","-179.99","307.4402","99.2776","-268.4619","299.986899999999","71.9556","-180.5517","309.3716","90.3854999999999","-272.0894","300.698699999999","68.8444999999999","-177.9751","305.4454","88.4266999999999","-274.925","297.4939","65.5829999999999","-230.083599999999","323.043","57.3102999999999","-219.712999999999","144.4443","125.2804","-166.2842","233.7439","141.5214","-257.764799999999","225.8014","72.4274999999999","-229.1609","321.8844","99.1008999999999","-194.8185","316.185099999999","108.7178","-249.4443","311.803699999999","62.3141","-198.8169","317.5683","77.0272999999999","-264.036","311.504599999999","127.2353","-210.9199","201.3742","139.1193","-219.7045","328.759599999999","125.488699999999","-220.4822","326.533399999999","80.7329","-221.5419","321.456","82.3158999999999","-231.311399999999","319.366199999999","94.0486999999999","-160.867099999999","278.195299999999","110.885099999999","-176.889199999999","309.7196","126.5847","-261.0634","302.095199999999","98.891","-196.6729","316.31","108.9518","-249.093099999999","312.119899999999","114.4419","-278.491499999999","267.6372"
"Spain","586","OLORIZ COLLECTION","unknown","80.7883","-161.6928","187.9042","109.2953","-265.7833","181.398799999999","115.0086","-212.6344","233.317","-6.43489999999999","-241.310499999999","243.81","75.3491","-213.913299999999","312.0407","80.8186","-233.7544","309.69","-9999","-9999","-9999","-9999","-9999","-9999","70.947","-177.8484","301.4608","95.846","-266.2278","297.83","58.5538","-181.5292","306.4626","80.0588","-268.644299999999","302.1848","61.2062","-177.0882","300.821399999999","84.3487999999999","-270.6655","296.162199999999","59.4726","-228.5542","320.705499999999","50.0114999999999","-222.867799999999","146.6887","111.6807","-158.4049","227.66","139.450899999999","-254.8117","224.828399999999","68.7540999999999","-226.125499999999","319.4272","89.8023","-191.8564","313.4264","104.176","-249.564899999999","310.4546","54.9519999999999","-200.673","313.6752","70.3065","-261.2241","309.3251","124.9659","-208.779799999999","195.788099999999","136.5667","-211.3108","322.7945","118.7063","-214.950799999999","322.286499999999","77.4222","-220.7218","320.4977","79.1637999999999","-228.236999999999","319.738499999999","86.0981","-159.7792","278.935","99.9452","-170.3007","303.4143","121.673599999999","-257.822999999999","302.4001","89.402","-189.601","312.7191","102.005399999999","-244.6647","311.459499999999","112.6966","-274.762499999999","272.0076"
"Spain","587","OLORIZ COLLECTION","unknown","96.7785999999999","-167.438799999999","191.9232","110.2727","-268.887999999999","187.7957","113.5462","-216.836099999999","236.1879","-1.51889999999999","-234.336999999999","241.8887","78.1659999999999","-213.373899999999","304.5597","80.7134999999999","-234.4365","304.3546","-9999","-9999","-9999","-9999","-9999","-9999","83.2729999999999","-179.1303","297.268399999999","95.2059","-264.465399999999","295.221299999999","74.4681999999999","-176.8948","297.934599999999","86.6593","-268.1283","296.4528","71.882","-175.020999999999","295.0941","86.1359","-270.656299999999","293.2697","64.3217","-225.964699999999","314.4597","59.7115","-224.244699999999","145.655499999999","128.7013","-169.482","227.559599999999","139.5017","-259.8331","225.7973","69.9727","-225.1827","313.1161","96.8523","-195.935399999999","307.031099999999","104.040899999999","-245.9444","305.355599999999","62.4831999999999","-193.3839","308.4042","71.8774999999999","-259.2778","306.7767","123.768","-215.919099999999","202.0461","136.839499999999","-217.3383","322.4787","125.0173","-218.8715","320.8618","78.861","-219.829199999999","313.466999999999","80.2193999999999","-228.2829","312.986899999999","96.8468","-161.855899999999","271.8578","111.550299999999","-179.5107","298.497999999999","121.4396","-257.9896","297.6361","96.9547","-197.0705","306.263199999999","104.212599999999","-245.12","305.381199999999","111.251","-276.660599999999","266.059399999999"
"Spain","588","OLORIZ COLLECTION","unknown","94.3607999999999","-165.294","186.346","116.4269","-271.5686","194.936","128.5312","-208.8689","236.2619","0.8456","-238.195799999999","246.6063","83.7916","-209.0398","306.7597","87.7593999999999","-228.463799999999","305.5901","-9999","-9999","-9999","-9999","-9999","-9999","81.3662999999999","-171.6387","298.4286","105.3753","-261.373699999999","298.3147","71.2203999999999","-171.9156","299.952499999999","95.5045999999999","-265.2079","301.186399999999","69.3152999999999","-170.2288","294.2704","94.4552999999999","-267.463599999999","294.5095","69.7780999999999","-223.3329","317.723799999999","63.9206999999999","-226.6228","154.342299999999","122.7799","-160.6929","222.309","145.2687","-254.9488","225.7878","77.6277999999999","-221.8177","315.8569","97.3623","-186.9839","310.1406","111.6997","-241.4455","309.408399999999","64.2995999999999","-190.636599999999","311.428099999999","81.8851999999999","-256.732399999999","309.8161","133.6783","-208.3075","203.017699999999","138.4505","-207.6191","321.753499999999","124.5478","-209.5543","320.9692","83.9839","-214.4409","315.782699999999","86.5537","-222.3796","315.343999999999","93.2163","-155.164999999999","273.9277","109.6683","-168.4402","302.9288","129.0978","-251.5085","302.7968","97.8971999999999","-185.773","309.617999999999","111.5708","-241.8194","309.1544","121.2219","-273.0059","272.8514"
"Spain","589","OLORIZ COLLECTION","unknown","88.673","-174.0251","188.0377","109.355","-278.2939","191.6199","120.9762","-221.8128","241.3891","-8.34399999999999","-244.7982","244.085399999999","75.3199999999999","-219.539199999999","314.090399999999","78.9895999999999","-237.755599999999","315.0212","123.3588","-190.758199999999","299.8655","133.282999999999","-245.572599999999","301.994","75.9367","-181.0506","306.435099999999","94.3949","-273.8745","307.8598","65.3684999999999","-180.8826","308.315299999999","85.5979999999999","-277.674699999999","309.8168","62.3305","-178.7715","305.0002","82.5554","-280.3374","305.9854","62.7695999999999","-232.352","325.839999999999","48.2047999999999","-229.9622","150.7262","121.1574","-168.8309","231.4379","140.995399999999","-268.2355","231.551099999999","69.8683","-230.175999999999","323.549899999999","92.6581","-197.672599999999","315.941399999999","102.4835","-251.3957","316.4857","56.8890999999999","-199.7196","319.378199999999","71.055","-268.6617","319.3009","126.6129","-219.3657","204.488","131.7854","-219.6166","334.0151","120.606399999999","-222.370399999999","330.2169","76.1791","-225.482","322.086299999999","77.5190999999999","-232.3476","321.5785","84.7454","-162.3519","275.740599999999","105.2561","-179.5995","308.990299999999","120.8732","-265.7303","313.336799999999","92.745","-199.919199999999","316.191899999999","101.5812","-249.4186","317.199799999999","108.1149","-288.252","280.8111"
"Spain","590","OLORIZ COLLECTION","unknown","98.7459999999999","-167.2627","191.8985","118.250699999999","-275.629799999999","192.6114","123.4432","-219.6569","246.0081","-3.3681","-242.9622","228.4498","79.8500999999999","-221.7853","310.2991","82.1205999999999","-240.426899999999","312.424899999999","130.2585","-191.4289","291.3077","138.7947","-250.396899999999","291.742099999999","82.5045999999999","-183.364","301.5375","98.7729","-272.812099999999","298.897899999999","72.5414999999999","-184.737599999999","303.801499999999","89.9328","-277.55","302.348299999999","69.224","-180.9566","298.5676","86.7402","-280.5376","297.034499999999","65.4098999999999","-234.464599999999","322.488499999999","68.0498","-227.941599999999","144.2965","126.7222","-165.1972","233.536599999999","143.1046","-267.9225","227.5072","73.5832","-232.8034","321.1707","98.4067","-199.814799999999","311.2948","107.3668","-253.716","310.754599999999","61.8699","-204.9993","313.7148","74.7579","-266.8548","311.144499999999","130.9361","-218.1594","210.7579","141.6048","-222.126399999999","321.824999999999","126.999799999999","-223.8382","321.3449","79.2672","-225.819899999999","318.725599999999","83.4102","-234.6951","320.511799999999","95.6920999999999","-163.4411","277.709499999999","115.129499999999","-180.0764","304.696","128.068099999999","-266.2857","302.1659","98.3516999999999","-204.4812","312.1968","106.4139","-251.2323","311.9909","114.6975","-286.3951","270.809199999999"
"Spain","591","OLORIZ COLLECTION","unknown","102.9258","-171.2184","200.834","116.233999999999","-271.0375","196.0163","124.718","-222.1711","244.7443","-3.1937","-241.1442","246.5224","83.0717","-219.7263","319.405199999999","85.7548","-241.397799999999","319.034299999999","-9999","-9999","-9999","-9999","-9999","-9999","87.0880999999999","-183.7135","310.4936","99.0062999999999","-274.3688","306.299399999999","75.9540999999999","-182.7692","312.2441","88.6415999999999","-277.766399999999","308.905899999999","75.4739","-180.4579","306.848599999999","89.552","-278.7891","304.148399999999","68.0647","-232.8633","329.135899999999","61.2693","-226.3082","145.4836","127.9993","-172.9907","234.2562","138.0241","-268.8741","232.4916","74.0438","-231.9017","327.029499999999","102.3099","-200.228199999999","321.5573","108.6596","-254.733","319.339499999999","64.8237","-201.476699999999","322.687999999999","75.2822","-269.9118","318.181899999999","131.7629","-221.381","206.6926","138.1618","-225.095699999999","333.625299999999","128.161","-226.426899999999","331.942799999999","86.5652","-225.8111","325.858999999999","88.4231","-235.6361","325.588799999999","101.9166","-167.9984","281.550599999999","119.2338","-183.371299999999","311.703599999999","130.1886","-266.3394","306.8172","101.2365","-204.6637","322.221","107.4345","-253.2056","320.055799999999","115.119699999999","-281.6992","276.5924"
"Spain","592","OLORIZ COLLECTION","unknown","102.2989","-169.4892","188.990199999999","112.5069","-271.529999999999","185.0882","119.258799999999","-221.828399999999","236.0282","1.4327","-231.367099999999","240.401","85.7223","-219.7246","306.9623","87.1042","-238.0924","308.317799999999","138.319099999999","-193.3913","288.5778","145.2538","-250.9348","287.2642","88.6907","-183.9367","299.567999999999","100.2604","-271.077999999999","297.447299999999","77.7387999999999","-184.1404","303.142499999999","84.4784999999999","-273.054899999999","302.7977","76.1568999999999","-182.2122","298.338799999999","86.9509999999999","-276.6587","296.524299999999","68.6723","-232.013399999999","318.694399999999","51.2563","-222.267799999999","147.9068","130.618699999999","-171.348099999999","226.1562","141.115","-265.2167","223.6474","76.2712999999999","-231.709499999999","317.130299999999","103.5714","-202.093099999999","311.456999999999","109.833699999999","-253.9829","308.2223","68.4636","-200.6294","311.154499999999","75.8829999999999","-263.5457","309.526","127.569599999999","-218.251399999999","199.998099999999","148.1121","-223.6003","319.9673","131.6679","-225.120399999999","317.928099999999","86.9847","-224.1542","313.631899999999","88.6466","-233.8364","313.6428","100.2854","-166.860199999999","272.8749","120.9061","-180.8384","298.3573","127.3799","-268.8152","296.4871","102.7303","-202.803699999999","310.6476","108.2917","-250.0072","308.696599999999","113.3416","-282.637299999999","265.184599999999"
"Spain","593","OLORIZ COLLECTION","unknown","98.4615","-157.374799999999","205.861799999999","118.9277","-265.3331","198.4711","130.5378","-208.2681","253.0692","-4.04129999999999","-236.6348","246.8146","79.2091","-210.283899999999","326.0106","82.7844","-230.2448","325.0466","130.4341","-180.0061","311.5113","142.8709","-237.369499999999","320.020899999999","79.0268999999999","-170.9189","315.0853","96.9300999999999","-265.8278","314.214699999999","67.9814999999999","-173.039199999999","316.0872","85.2445","-270.007","314.973599999999","66.4303","-169.7988","311.7044","85.7943","-271.3877","308.626399999999","61.7886999999999","-224.348899999999","333.3971","62.9279","-217.7062","148.2929","127.757099999999","-159.605999999999","238.883","146.578399999999","-256.9452","238.108","70.4600999999999","-222.6002","332.3639","94.7142","-187.019499999999","329.832299999999","104.9122","-246.2161","328.2697","58.4808999999999","-192.0045","326.2133","73.2603","-260.288799999999","322.620099999999","137.2802","-208.8356","217.5063","142.124699999999","-211.154","347.701799999999","128.8769","-213.0179","345.4209","79.6464","-216.6311","334.778","80.2399999999999","-225.616099999999","333.5308","96.5416","-150.9025","291.656099999999","113.5956","-167.728399999999","324.2472","128.1447","-259.316899999999","322.4225","95.2224999999999","-185.576699999999","329.791","102.3242","-241.027199999999","330.0443","116.8441","-279.769","288.177799999999"
"Spain","594","OLORIZ COLLECTION","unknown","94.2426999999999","-161.8401","188.5739","105.017799999999","-267.545799999999","183.254899999999","126.9058","-212.352","233.4512","-4.3859","-228.007499999999","239.363699999999","79.1406999999999","-209.5789","310.7617","81.1860999999999","-227.158899999999","309.542599999999","133.9015","-183.8468","295.5495","-9999","-9999","-9999","80.4144","-171.7542","299.7644","93.7904","-262.611899999999","296.293999999999","68.1209","-173.1823","303.0659","81.7768999999999","-265.839099999999","299.081599999999","62.8498","-171.151","298.624799999999","79.0365","-269.5188","294.370499999999","62.4012999999999","-222.056999999999","318.0199","45.0634","-222.262","149.1832","131.4215","-160.130799999999","223.8964","138.7707","-262.028099999999","222.5447","71.2567999999999","-220.835199999999","316.8933","99.3860999999999","-184.9777","309.7165","107.415","-244.4272","306.8897","61.0069999999999","-192.6124","310.5539","70.8653","-254.9212","307.9302","128.810599999999","-211.3565","193.5696","141.046899999999","-212.7655","323.259","125.306","-214.9562","321.030399999999","79.3726999999999","-216.3295","317.703399999999","81.4565","-221.7903","317.7311","94.7745","-153.5063","270.3621","112.7441","-169.6022","301.9889","123.8225","-258.5251","297.5398","98.7562","-189.2717","309.8099","106.5427","-242.0564","307.8278","109.5933","-276.487799999999","266.387999999999"
"Spain","595","OLORIZ COLLECTION","unknown","91.2480999999999","-162.313099999999","187.623799999999","110.2014","-265.108","182.9205","127.4148","-210.550999999999","228.420899999999","1.83159999999999","-232.163999999999","254.5384","93.2155999999999","-209.7752","306.954999999999","96.2383999999999","-227.1689","304.536","136.103299999999","-179.640999999999","288.3487","143.396199999999","-235.2593","282.702099999999","92.522","-175.182199999999","296.3435","109.0116","-259.6302","292.3562","79.7694999999999","-176.737599999999","301.786299999999","98.5940999999999","-261.8036","295.5828","79.1231999999999","-173.824299999999","296.9533","96.0191999999999","-263.657699999999","292.3364","78.0169999999999","-222.095699999999","318.9639","43.9637","-223.582699999999","155.8682","125.635099999999","-161.333","222.6088","142.8647","-254.3266","218.4258","86.9235999999999","-220.5865","314.7522","108.9107","-189.7185","306.6342","117.7131","-240.043","303.5976","75.6474999999999","-192.1122","311.1806","89.555","-255.854999999999","306.458599999999","129.5379","-209.5016","193.922599999999","148.2281","-210.6747","316.813499999999","136.008399999999","-212.2073","315.233799999999","96.2428","-213.8973","312.907699999999","98.0887","-222.626499999999","312.000699999999","100.4357","-156.238499999999","269.7583","120.1974","-170.254099999999","295.369399999999","134.6542","-252.4511","292.586","109.0411","-189.470699999999","306.2522","117.8219","-240.5412","303.528099999999","121.6117","-270.5586","260.8487"
"Spain","596","OLORIZ COLLECTION","unknown","100.0604","-168.954199999999","188.1604","122.854299999999","-262.433899999999","190.7961","125.575599999999","-212.209399999999","241.6536","1.27519999999999","-238.3428","234.822499999999","80.1222","-209.8024","309.585699999999","83.4495","-233.8281","309.602899999999","132.026999999999","-182.5295","292.790599999999","142.8913","-240.72","297.4153","82.2766","-174.6027","300.365599999999","98.3405","-266.618699999999","298.9101","69.3504999999999","-175.1696","304.7737","86.3294999999999","-272.0051","302.037399999999","67.9074999999999","-173.5927","300.2627","83.6431999999999","-273.550299999999","299.531499999999","63.3511","-226.92","320.0199","72.6118","-219.0146","145.046799999999","132.0103","-163.2106","230.2022","148.392699999999","-260.855399999999","228.2212","70.5357999999999","-225.6937","317.388399999999","96.0794999999999","-191.2906","311.726299999999","106.8075","-246.5689","311.4184","62.6373","-192.6057","313.5233","74.9756","-262.2404","311.035","135.3998","-209.793299999999","210.2116","140.8118","-213.986799999999","327.3338","121.986099999999","-216.6475","323.3231","80.7347","-215.2666","316.5402","81.7424","-229.497999999999","315.8919","94.9579999999999","-157.6994","271.8997","112.8321","-174.215599999999","304.9272","126.520799999999","-259.6668","303.612","95.7612","-193.371399999999","311.7088","106.3681","-245.287399999999","311.4255","115.955699999999","-278.6825","270.903"
"Spain","597","OLORIZ COLLECTION","unknown","92.1521999999999","-167.350699999999","185.7826","114.6132","-267.376899999999","186.9","130.6622","-212.585199999999","233.4889","3.7837","-239.2818","243.025399999999","91.6649","-213.0196","308.8953","94.7968","-233.5216","308.1437","-9999","-9999","-9999","-9999","-9999","-9999","90.8342999999999","-176.7234","301.0324","108.8502","-265.8684","298.694599999999","81.3449999999999","-177.024","301.4785","99.2390999999999","-269.2456","299.574599999999","77.5267999999999","-175.9976","297.690999999999","96.7746999999999","-270.752999999999","297.0042","73.9268","-226.454399999999","317.9807","61.5867999999999","-224.9498","150.572499999999","125.712999999999","-160.6355","224.7211","147.0252","-259.626199999999","221.057999999999","81.2443999999999","-225.801099999999","316.950899999999","106.181","-193.1961","312.5749","116.6919","-243.995499999999","311.0727","71.2275999999999","-196.2717","310.276299999999","85.8863","-262.1951","307.485799999999","137.2195","-210.772899999999","195.7844","153.494599999999","-210.5676","322.116499999999","135.4805","-215.5499","320.0912","90.4051999999999","-219.3111","315.6558","93.4423","-227.0401","315.905199999999","102.1083","-159.6831","271.116499999999","118.2428","-173.3642","302.0258","134.9006","-257.2937","301.6442","106.3978","-197.160699999999","312.8713","116.0943","-241.709399999999","311.717699999999","125.2773","-274.5833","270.8054"
"Spain","598","OLORIZ COLLECTION","unknown","94.9328","-162.3179","185.5515","110.5859","-265.733799999999","184.025299999999","130.2596","-211.1653","231.0214","1.0615","-230.0765","244.3419","85.5113","-208.6549","305.5178","90.1688999999999","-227.7708","305.5471","135.0831","-182.6982","290.644","144.162299999999","-235.2904","292.680799999999","85.8827","-172.0415","295.7334","104.010099999999","-260.718999999999","295.9927","75.6375","-172.6244","298.4248","89.83","-263.5403","298.834999999999","74.2643999999999","-170.754099999999","293.9533","89.5914999999999","-265.235799999999","293.6865","72.0134999999999","-220.4129","314.837699999999","61.0011","-221.137599999999","145.7714","130.104199999999","-163.9557","221.7662","144.491899999999","-255.7012","223.8237","81.1483","-220.212799999999","313.3088","102.3394","-189.360199999999","306.975799999999","110.6735","-241.943199999999","306.312299999999","68.2116999999999","-191.1936","308.1385","79.8731999999999","-254.342899999999","306.2536","134.546899999999","-209.900399999999","195.4729","143.7405","-211.408999999999","321.141799999999","132.249599999999","-212.484299999999","318.4125","86.3264999999999","-214.9109","313.714299999999","88.3406999999999","-222.421799999999","313.654299999999","100.5288","-156.9738","265.845899999999","114.774","-173.6534","299.561699999999","127.5991","-253.475799999999","300.139299999999","102.1417","-193.052799999999","307.673","110.4812","-239.4348","307.626199999999","117.0472","-270.8607","266.012999999999"
"Spain","599","OLORIZ COLLECTION","M","40.7884","-175.281","191.8308","30.7579999999999","-280.053","188.9567","58.7387999999999","-230.8701","240.627999999999","-77.7486999999999","-210.0797","246.3486","13.3992","-220.7399","317.331099999999","13.6166","-237.3736","315.661299999999","76.8727999999999","-208.095","297.689","69.6795","-260.912899999999","299.295999999999","25.5234999999999","-183.655599999999","307.9236","17.7472999999999","-275.4965","304.0939","16.8800999999999","-181.6346","310.092699999999","8.54909999999999","-275.4458","305.518199999999","13.4326","-179.783899999999","306.2432","4.5311","-276.6601","301.4322","-3.98369999999999","-227.216399999999","327.6172","-17.9178999999999","-213.732599999999","143.942","69.6145","-180.8586","227.907199999999","60.1069","-284.2635","223.095599999999","6.05379999999999","-227.936299999999","324.9356","36.7753999999999","-207.114499999999","320.1573","32.2447999999999","-258.6997","319.3672","3.9782","-194.1429","320.0615","-3.2179","-262.6696","317.921299999999","64.5546999999999","-230.3152","203.0619","75.2408999999999","-238.257399999999","327.592899999999","59.8470999999999","-235.775499999999","329.4673","14.3286","-226.257499999999","322.9234","14.3939","-232.119599999999","323.6306","41.749","-167.926199999999","278.4298","55.2616","-190.8391","309.7592","45.9750999999999","-279.8672","305.4069","36.7314999999999","-209.162","320.3732","31.7712","-257.338","319.472899999999","30.5934999999999","-294.108","269.227899999999"
"Spain","600","OLORIZ COLLECTION","F","45.395","-173.7716","194.9085","31.7312","-272.053","189.166599999999","51.4529","-226.998899999999","234.9032","-72.131","-208.8351","240.225799999999","15.2315","-213.008","307.554399999999","13.5846","-235.547","305.281999999999","-9999","-9999","-9999","-9999","-9999","-9999","28.0950999999999","-179.943999999999","296.436699999999","17.7189","-269.7128","288.461099999999","16.616","-177.7381","299.786299999999","4.0997","-268.8749","293.3575","15.6138999999999","-175.8399","298.053099999999","3.2363","-269.8369","289.5543","-3.1762","-221.8168","315.095199999999","-17.1874","-209.323","145.406499999999","64.2944999999999","-180.349099999999","230.6434","48.4444999999999","-275.0094","222.590499999999","4.8071","-222.057199999999","315.033999999999","39.1272","-201.953399999999","304.999599999999","33.3708999999999","-252.606799999999","300.2785","4.8113","-188.012599999999","308.1562","-3.2747","-257.317","302.83","58.4453","-226.964","201.4691","62.904","-231.2328","314.6891","52.984","-230.8641","314.206399999999","14.1107999999999","-219.8025","314.7497","14.1717999999999","-228.5891","313.8304","40.4429","-171.764","274.084499999999","50.7087999999999","-189.4473","294.6412","38.0521999999999","-267.058699999999","289.5117","39.198","-201.7919","305.2547","33.4087","-251.8752","300.6356","24.7044","-279.6553","261.9223"
"Spain","601","OLORIZ COLLECTION","M","41.6649999999999","-166.3994","198.6815","26.0596","-279.4986","195.8744","54.4941","-229.953399999999","246.0283","-78.1484999999999","-205.620299999999","260.7094","19.7892","-217.1559","321.013199999999","14.5566","-238.224899999999","321.0991","-9999","-9999","-9999","-9999","-9999","-9999","29.5368999999999","-180.0404","316.230099999999","15.4384","-275.685999999999","311.2635","18.1385","-178.5439","321.1505","2.0941","-275.3518","316.020199999999","17.5404","-173.865","312.266799999999","-0.0449999999999999","-276.640699999999","306.7559","-0.1229","-226.170199999999","334.3009","-18.5643999999999","-206.088699999999","150.4292","73.5519","-180.367099999999","236.9841","58.1629","-283.092699999999","231.3615","6.76729999999999","-227.4203","330.6879","40.767","-200.7683","325.724499999999","32.9386","-260.1609","323.198899999999","7.69639999999999","-192.5688","329.201599999999","-3.8815","-261.968999999999","324.600199999999","65.5754","-230.105999999999","208.825099999999","76.2352","-237.1098","339.0796","63.3768999999999","-235.226","335.2552","16.363","-223.852","327.822299999999","16.1848999999999","-230.559","328.048499999999","43.1206","-164.8235","285.0376","59.5061","-186.077499999999","318.700699999999","45.9977","-280.7626","314.711599999999","41.0379","-200.8451","326.3183","32.9772","-259.5022","323.608099999999","20.8743","-290.995799999999","276.290599999999"
"Spain","602","OLORIZ COLLECTION","F","35.9609999999999","-176.0533","184.4533","17.0936999999999","-271.8514","187.1003","46.5595","-226.413099999999","229.179","-66.5859999999999","-204.7193","245.2456","13.0032","-211.8034","301.5572","8.00469999999999","-232.2996","301.771799999999","-9999","-9999","-9999","-9999","-9999","-9999","25.4135999999999","-179.2435","288.3659","9.509","-266.056899999999","286.521799999999","14.2199","-176.541","291.1073","-2.5021","-264.7703","289.8634","13.5825","-174.9871","287.5609","-3.83409999999999","-265.4528","286.5638","-7.34379999999999","-218.4281","309.648799999999","-20.6602","-208.461199999999","153.0934","63.1096","-176.8321","214.289199999999","42.0262999999999","-274.9447","215.359299999999","-0.0161999999999999","-220.649499999999","308.811699999999","38.6296","-198.2082","298.794199999999","26.9410999999999","-254.2148","298.8774","-0.0429","-191.2819","304.1503","-10.3531999999999","-253.1637","300.9585","53.1021","-229.26","194.7076","-9999","-9999","-9999","51.6109999999999","-230.6509","314.111899999999","10.6447","-217.524499999999","307.3613","9.37909999999999","-227.5104","307.594499999999","41.1659","-169.8401","265.443499999999","50.2884999999999","-188.377999999999","288.442099999999","35.0713999999999","-266.9827","288.2629","36.5272999999999","-203.0789","301.3897","26.4065","-248.7484","301.202","20.3179","-278.587499999999","256.970899999999"
"Spain","603","OLORIZ COLLECTION","M","57.5075","-169.311299999999","198.391799999999","41.9949999999999","-269.5742","198.0248","65.8918","-221.0241","250.9498","-77.9388","-200.8435","249.632299999999","11.2987","-209.031399999999","317.2844","8.33619999999999","-226.115299999999","317.690499999999","75.4273","-191.6913","304.2651","73.1646999999999","-247.2579","307.2173","24.2532","-174.798399999999","307.8296","12.4102999999999","-263.1845","307.1499","15.2078","-173.521899999999","309.798099999999","0.406499999999999","-262.8428","308.3921","15.6109","-170.8717","307.586799999999","-0.1097","-263.5479","303.807099999999","-6.8348","-216.4708","329.2556","6.62009999999999","-212.4044","152.1509","83.5114999999999","-173.465399999999","237.2904","69.7479","-268.8521","238.017699999999","0.2349","-216.3342","327.0027","36.2017999999999","-194.8932","318.6847","27.474","-247.478399999999","318.4743","2.5829","-186.953399999999","320.982","-7.3597","-248.719799999999","318.9938","76.1518999999999","-223.126499999999","213.9111","66.1888","-227.324999999999","332.819399999999","51.8303","-225.1679","334.6506","10.3613","-213.6715","324.2264","9.3396","-222.2535","324.5305","42.0523","-164.5466","280.4223","51.0886","-186.717099999999","312.5672","39.4391","-263.708399999999","310.132799999999","35.2993","-197.975599999999","319.234699999999","28.2801","-246.0021","318.9662","21.6606999999999","-276.951199999999","278.17"
"Spain","604","OLORIZ COLLECTION","M","56.8663999999999","-161.2765","204.973899999999","41.4752999999999","-275.706099999999","202.9256","61.2543999999999","-220.2362","244.9246","-74.1067","-204.5137","252.0838","25.6524","-205.336","319.8372","21.6355","-225.4605","320.6777","-9999","-9999","-9999","-9999","-9999","-9999","34.9410999999999","-169.555399999999","310.2749","24.4499","-261.7404","311.0248","27.7031999999999","-167.756499999999","311.369199999999","16.2181","-260.6514","311.6069","22.6607999999999","-164.1172","307.4546","10.3695","-262.2002","307.081999999999","5.45559999999999","-213.1636","331.7993","1.2942","-211.9721","151.8392","81.8931","-172.6874","237.0826","66.793","-274.1569","238.187299999999","14.887","-215.2699","329.6888","46.9183999999999","-191.3745","320.4424","39.5985999999999","-244.976499999999","321.287199999999","14.0175","-181.904799999999","322.189399999999","6.0621","-248.2298","320.8466","72.917","-223.8107","211.9762","78.9677999999999","-224.0153","336.971999999999","67.1119","-221.6525","336.4413","23.5376","-209.107","328.202","23.0229","-220.2384","327.927599999999","53.5225999999999","-156.804399999999","279.861699999999","64.0989","-176.2776","314.769499999999","52.0150999999999","-264.6791","314.7762","46.0414","-193.951799999999","321.8147","39.6325","-243.5008","321.5708","34.7627999999999","-279.5672","278.724899999999"
