:			Group	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Black	Dot	ID	Sex	fmal	fmal	fmal	fmar	fmar	fmar	fmtl	fmtl	fmtl	glb	glb	glb	nas	nas	nas	
Darkorange	Dot	1042	1	-223,022	-224,3144	282,6125	-180,2472	-128,2086	277,8593	-222,8487	-227,7113	283,2064	-198,413	-177,7099	309,1931	-204,8654	-174,6461	301,4227	
Darkorange	Dot	1043	1	-217,2171	-216,1954	288,4579	-162,0695	-125,1235	279,269	-216,7298	-220,7533	287,9924	-187,6645	-170,5068	313,9184	-191,9186	-166,8567	310,0153	
Darkorange	Dot	1044	1	-247,0098	-174,065	291,5846	-191,8123	-85,9761	281,8563	-244,9104	-178,6791	294,1703	-210,1325	-132,2161	314,9375	-218,5105	-128,9297	306,3375	
Darkorange	Dot	1046	1	-204,8289	-220,4057	280,5992	-153,6171	-134,7251	276,4241	-203,2082	-224,7157	282,373	-172,9263	-182,4086	304,6351	-178,3052	-177,9387	297,9082	
Darkorange	Dot	1047	1	-200,5857	-223,6687	289,2681	-155,3366	-133,3106	279,3545	-199,9514	-227,1451	289,5307	-179,017	-175,6751	316,9025	-182,9625	-174,254	313,3633	
Darkorange	Dot	1049	1	-214,0721	-234,4452	276,9517	-168,0518	-139,0587	274,9258	-212,8887	-238,3006	277,6693	-192,1838	-186,753	299,2382	-196,3502	-185,0716	293,2501	
Darkorange	Dot	1050	1	-263,2655	-165,7547	281,6809	-205,6824	-81,3075	273,3536	-262,14	-170,0758	282,9463	-230,6441	-125,0327	304,7958	-235,7812	-121,7523	299,8714	
Darkorange	Dot	1051	1	-219,9746	-203,6405	290,1419	-158,6526	-127,4881	290,0126	-218,5729	-207,5526	290,8255	-186,8406	-167,1201	316,4997	-190,5134	-164,0908	312,9255	
Darkorange	Dot	1052	1	-228,1117	-195,1893	281,0092	-175,569	-116,6262	274,951	-227,9778	-198,9494	282,1284	-197,3353	-157,4384	301,6734	-200,9471	-154,9276	295,0051	
Darkorange	Dot	1054	1	-209,1451	-193,6827	289,292	-169,3582	-108,2792	290,3484	-208,1093	-197,1751	289,206	-186,4497	-153,6155	314,5531	-190,1535	-150,8323	310,3305	
Darkorange	Dot	1056	1	-212,9882	-212,1098	292,302	-174,3323	-119,4859	299,1663	-211,4774	-216,4208	294,0105	-189,8165	-170,1421	321,9685	-195,6684	-166,9698	315,7137	
Darkorange	Dot	1057	1	140,1045	251,2434	293,5229	121,3828	153,9556	298,5296	139,5835	254,8089	291,4877	120,6854	208,4144	323,2799	129,0827	205,1205	316,9807	
Darkorange	Dot	1058	1	-214,5695	-181,8935	287,6428	-171,2286	-93,3807	288,2449	-212,9254	-184,1467	288,7251	-190,5488	-139,3724	315,1822	-194,356	-137,135	310,3335	
Darkorange	Dot	1059	1	-208,6044	-228,0286	285,9288	-160,6795	-145,3409	277,8299	-206,6503	-232,8822	286,277	-178,874	-187,6356	310,038	-186,058	-184,5444	304,8021	
Darkorange	Dot	1061	1	-207,3907	-230,2585	280,8896	-171,7449	-133,8573	283,5105	-206,6991	-232,797	280,7525	-182,6007	-183,6243	311,8193	-189,3503	-182,179	304,1693	
Darkorange	Dot	1062	1	-215,2227	-209,5456	283,2391	-162,5293	-126,3591	275,3481	-213,5834	-212,7909	284,1317	-181,1053	-169,8799	308,5313	-188,1903	-165,8631	303,7501	
Darkorange	Dot	1063	1	-211,059	-218,8422	280,9375	-164,4299	-132,7349	273,8375	-210,0257	-224,3722	280,4976	-177,588	-180,7329	297,2746	-183,9998	-177,7771	293,398	
Darkorange	Dot	1064	1	-216,5148	-203,1196	295,4009	-152,7867	-121,1619	286,4849	-214,7355	-207,2378	297,2458	-176,7308	-165,9164	321,6878	-182,4089	-161,8703	314,4092	
Darkorange	Dot	1065	1	-211,8671	-192,6787	290,5838	-160,5548	-108,3041	298,2842	-210,2558	-196,8728	292,5028	-181,849	-157,1518	319,1301	-188,0513	-152,2643	313,4692	
Darkorange	Dot	1066	1	-220,4513	-217,9267	284,1181	-161,2268	-123,2598	280,2625	-219,9919	-221,6671	284,1958	-188,2898	-172,5504	308,6214	-191,9016	-170,7542	306,3001	
Darkorange	Dot	1069	1	-206,907	-238,1096	284,8621	-169,1162	-149,7107	283,4275	-206,2243	-240,981	285,2136	-184,8611	-195,4229	308,6859	-189,7812	-192,8633	303,5275	
Darkorange	Dot	1070	1	-215,2491	-232,2685	270,36	-180,2872	-132,4707	270,9767	-214,0953	-234,557	272,0378	-196,2733	-183,5773	298,2566	-201,1147	-182,1301	294,7276	
Darkorange	Dot	1071	1	-212,1582	-221,6488	284,3607	-172,0032	-129,979	279,0599	-210,6846	-225,019	285,2347	-190,336	-176,7129	309,5315	-195,6824	-174,4359	301,3327	
Darkorange	Dot	1072	1	-199,9033	-215,1897	280,849	-148,5383	-124,7858	272,5439	-197,1773	-219,218	283,4394	-167,6757	-172,1388	304,0654	-173,3002	-169,118	297,9319	
Darkorange	Dot	1073	1	-226,5088	-206,446	278,89	-172,7397	-125,4216	270,3729	-225,6304	-209,4259	279,1444	-194,1641	-168,1617	299,1856	-198,5175	-163,6774	292,755	
Darkorange	Dot	1074	1	-199,3277	-219,5305	290,1275	-146,1798	-134,4954	273,403	-197,9196	-223,9564	292,15	-168,1708	-176,1627	307,8223	-172,5883	-173,4574	303,716	
Darkorange	Dot	1075	1	-218,6007	-211,8494	284,095	-166,2102	-124,6201	277,308	-218,4677	-215,6115	282,5164	-189,1307	-169,296	308,8667	-195,2691	-166,3503	304,6261	
Darkorange	Dot	1076	1	-208,8214	-189,9012	291,5161	-154,8629	-97,7239	295,7233	-206,1896	-193,4258	292,8646	-180,1504	-145,6804	320,5069	-187,075	-141,1138	315,9157	
Darkorange	Dot	1077	1	-206,8897	-223,5612	277,9248	-145,1312	-135,7698	278,2612	-207,0085	-226,6245	276,7572	-169,6218	-185,516	306,2953	-175,6506	-181,0474	301,1215	
Darkorange	Dot	1078	1	-227,2055	-211,9029	284,2708	-169,2695	-120,9131	278,1035	-227,0393	-214,811	284,8124	-192,8985	-168,7643	307,5554	-197,9022	-165,315	300,3911	
Darkorange	Dot	1079	1	-252,1784	-177,97	282,7547	-203,2184	-92,2852	280,6685	-251,8835	-181,8965	283,1434	-224,5951	-137,5692	306,5561	-228,9563	-134,2917	301,9548	
Darkorange	Dot	1080	1	-194,7389	-224,8433	279,7693	-154,8542	-138,6343	271,7094	-193,1005	-228,7756	281,0952	-166,6075	-183,6023	300,8056	-172,3471	-181,35	296,6635	
Darkorange	Dot	1081	1	-196,1677	-230,1704	279,6947	-158,0233	-143,2393	276,3158	-194,3876	-234,3269	280,6539	-168,6742	-190,3808	302,7989	-174,8807	-187,6891	299,1422	
Darkorange	Dot	1082	1	-213,5921	-197,1256	285,1719	-164,6287	-120,4284	275,1392	-213,1596	-200,5908	285,4838	-181,5068	-161,2119	302,6569	-187,9341	-157,6575	296,8154	
Darkorange	Dot	1085	1	-226,9673	-206,843	284,7797	-171,6582	-121,3994	284,5544	-226,0666	-211,2768	285,485	-195,2306	-167,5959	311,0119	-199,0534	-164,2506	306,862	
Darkorange	Dot	1086	1	-244,3647	-175,8242	292,9069	-187,6545	-91,6986	292,0922	-242,6794	-179,296	293,3512	-210,3307	-137,6488	314,5847	-216,4792	-133,861	309,5602	
Darkorange	Dot	1088	1	203,6636	222,5118	291,4077	167,8318	123,0272	291,0013	201,6499	225,7647	293,3911	185,3153	171,9889	320,2905	188,9187	169,951	313,8935	
Darkorange	Dot	1089	1	-196,1414	-232,6906	285,3714	-147,1594	-141,0725	283,1487	-194,3442	-236,2217	286,3597	-165,1169	-190,0863	308,0351	-170,0517	-187,3208	305,5672	
Darkorange	Dot	1090	1	-192,8686	-221,8917	277,6783	-143,9585	-128,6594	267,01	-190,6611	-224,424	278,8953	-154,6371	-179,875	301,907	-164,1832	-174,5451	297,6422	
Darkorange	Dot	1091	1	-215,2038	-214,9919	269,9603	-170,1665	-128,064	264,1216	-214,966	-218,4426	269,7756	-187,5872	-174,6879	293,2286	-192,2509	-171,2604	289,4678	
Darkorange	Dot	1093	1	-200,0429	-218,2245	274,957	-156,9803	-128,1442	268,7172	-195,7375	-222,0465	277,938	-175,4574	-173,5976	297,5024	-180,962	-172,3088	291,1479	
Darkorange	Dot	1095	1	-204,9651	-217,6024	282,8262	-156,082	-130,5825	271,9693	-201,7883	-222,2769	282,8545	-169,7562	-176,971	302,0005	-176,2596	-173,6019	296,9764	
Darkorange	Dot	1098	1	-201,4391	-213,5899	277,2598	-159,369	-128,8742	266,8975	-200,5316	-217,2876	278,0589	-174,4627	-172,2326	297,102	-180,6143	-170,5145	290,6332	
Darkorange	Dot	1099	1	-208,9983	-212,3732	287,0804	-156,8071	-135,1768	268,4818	-205,7578	-216,8368	288,816	-172,6781	-178,7599	295,6285	-180,1364	-173,5896	289,2698	
Darkorange	Dot	1101	1	-230,4838	-186,8102	289,1107	-162,4693	-107,9131	277,0081	-230,0994	-191,208	289,5579	-190,4695	-149,7358	308,998	-193,9368	-146,7946	304,607	
Darkorange	Dot	1102	1	-223,1644	-211,9267	281,4841	-169,462	-125,4921	276,572	-220,5544	-216,3793	282,0251	-191,3778	-170,8329	312,4123	-198,1875	-168,3153	306,5324	
Darkorange	Dot	1103	1	-246,0511	-171,0078	291,1204	-192,19	-91,0722	280,534	-245,7185	-174,2004	290,8394	-209,813	-135,0999	310,2708	-215,0989	-131,7651	305,3188	
Darkorange	Dot	1108	1	-219,4771	-222,7309	271,5707	-168,1598	-134,6644	271,1647	-219,0261	-225,6593	271,498	-189,4869	-182,464	297,8768	-194,1442	-179,3859	292,9185	
Darkorange	Dot	1109	1	-227,857	-196,0644	299,1052	-182,5108	-103,2656	294,9063	-225,5253	-200,7335	299,352	-202,8249	-150,4644	326,531	-207,6946	-149,0921	319,3876	
Darkorange	Dot	1110	1	152,2832	235,7999	291,9251	131,6917	139,8515	290,7558	150,8116	239,5942	291,2389	133,8814	189,436	317,4337	141,3753	187,7044	311,2068	
Darkorange	Dot	1111	1	-224,2107	-192,7126	285,5075	-164,2451	-116,9506	278,138	-222,9629	-196,1029	286,608	-191,1046	-156,8753	306,4104	-193,3701	-155,0467	301,9413	
Darkorange	Dot	1113	1	-196,9808	-194,0414	293,7887	-142,3284	-112,4019	287,0802	-197,9724	-198,8573	291,4809	-160,3489	-159,0546	315,3913	-169,7029	-151,7417	308,3223	
Darkorange	Dot	1114	1	-214,4471	-211,7278	281,8516	-161,6181	-130,6008	280,5321	-213,1557	-214,457	282,0389	-183,4519	-173,5376	306,547	-188,3186	-170,584	299,1364	
Darkorange	Dot	1118	1	-246,0301	-183,6738	301,1257	-191,3599	-91,979	299,6861	-245,0714	-186,6753	302,0924	-217,9937	-138,597	327,1003	-222,9052	-135,827	319,3817	
Darkorange	Dot	1119	1	-236,5669	-180,4489	299,2557	-192,1755	-91,4417	307,225	-235,477	-184,9403	300,7639	-212,5154	-138,6761	332,1724	-219,5392	-135,26	323,9524	
Darkorange	Dot	1120	1	198,7752	236,1385	295,8667	174,5995	133,3262	297,8221	195,9164	239,366	298,6612	188,5344	185,4326	324,3866	192,1837	184,5097	318,569	
Darkorange	Dot	1122	1	153,082	241,4587	301,9302	136,4448	146,3102	299,2489	148,9967	245,7394	305,7591	138,4779	195,0875	329,9985	144,1878	193,0338	325,2485	
Darkorange	Dot	1125	1	-231,9933	-179,8764	303,2551	-178,6293	-96,9952	298,7743	-230,5887	-183,7303	304,0232	-203,4499	-139,6743	323,092	-207,8681	-136,9574	317,3583	
Darkorange	Dot	1126	1	-215,454	-179,1285	308,7635	-166,3759	-94,3588	301,293	-215,2876	-182,6182	308,7647	-186,4766	-138,002	329,5568	-191,6288	-135,0528	322,2217	
Darkorange	Dot	1127	1	-227,3795	-175,2638	300,2316	-171,896	-94,3184	294,1431	-226,2386	-179,0872	301,8864	-192,6899	-137,5032	325,6041	-197,3734	-134,5921	320,2704	
Darkorange	Dot	1128	1	-218,0648	-202,9548	290,1855	-181,6872	-111,1468	285,5481	-215,5581	-207,4025	291,6537	-195,9113	-157,446	316,6482	-200,3148	-156,1688	310,891	
Darkorange	Dot	1129	1	-222,025	-175,2053	308,2734	-170,1001	-82,688	293,1174	-219,9788	-178,1716	310,1847	-195,1448	-125,1626	329,335	-199,9684	-124,1769	324,3085	
Darkorange	Dot	1130	1	-203,9571	-223,1082	292,0309	-161,4259	-138,9062	289,8574	-201,7724	-226,4573	293,512	-175,6682	-183,7502	319,2099	-181,4018	-180,9158	315,6153	
Darkorange	Dot	1131	1	156,6241	241,1555	290,371	133,3467	148,1216	291,5123	153,2067	244,0926	291,8271	140,9999	196,8175	316,2947	145,5084	195,3012	309,2857	
Darkorange	Dot	1132	1	-227,7141	-174,1546	298,2136	-181,6157	-86,2013	297,5696	-226,0803	-177,2873	298,4706	-204,5998	-129,7638	323,9836	-209,9956	-127,2022	317,5831	
Darkorange	Dot	1136	1	-222,3685	-190,0062	307,161	-176,5276	-99,5219	301,5957	-221,9272	-193,6264	305,3028	-194,5017	-148,3495	332,584	-200,0011	-145,3977	328,1102	
Darkorange	Dot	1151	1	182,4129	-142,077	310,018	281,1187	-167,3772	318,5312	179,5314	-148,9384	311,9623	232,0245	-147,4038	338,39	233,0359	-145,3443	331,7054	
Darkorange	Dot	1153	1	-181,126	113,3114	239,2464	-248,52109	178,795697	241,519199	-175,1958	113,9522	237,908	-216,0185	143,4073	263,4427	-219,0601	139,7708	253,9045	
Darkorange	Dot	1154	1	-165,3349	140,8248	252,6923	-226,7962	219,9383	260,8105	-157,3988	140,5881	247,2086	-194,1434	179,5743	280,9309	-199,0336	176,2889	271,6319	
Darkorange	Dot	1155	1	-181,1806	127,2743	245,0824	-248,4503	194,2113	250,416	-174,2446	129,3018	244,7472	-215,2928	158,0035	270,6173	-220,3753	154,3821	262,4171	
Darkorange	Dot	1156	1	-139,3761	154,2457	257,2128	-208,5851	231,384	263,0004	-131,5525	156,6645	254,5374	-171,8545	191,9514	286,5569	-177,8353	188,1916	275,8246	
Darkorange	Dot	1157	1	-156,5426	145,3952	249,108	-221,4081	219,2964	259,5032	-150,0781	147,9098	247,0325	-185,0538	184,2263	279,3063	-189,6865	179,4452	271,3884	
Darkorange	Dot	1158	1	-168,8431	154,4227	251,9505	-227,2007	211,916	253,2764	-161,9745	153,5255	247,774	-195,2782	184,2299	271,7568	-200,6638	180,1241	263,0517	
Darkorange	Dot	1159	1	-104,7505	137,3684	247,4415	-164,0422	219,1774	254,5715	-97,1781	136,4482	242,7084	-138,5012	171,8713	274,9133	-143,3944	169,8079	263,6657	
Cornflowerblue	Fill square	3	2	-114,5722	139,8491	246,5888	-177,9002	208,3622	253,6022	-106,6008	143,0694	246,2928	-146,3954	171,6071	274,6732	-149,6948	168,6595	266,8053	
Cornflowerblue	Fill square	4	2	-163,6578	140,1801	239,6006	-227,9998	203,0914	250,9926	-157,8887	141,7258	238,9771	-196,9113	167,6396	264,8848	-199,6719	165,8201	257,0313	
Cornflowerblue	Fill square	10	2	-114,6915	276,8579	277,9042	-209,2742	300,5224	285,5191	-110,5252	280,6897	276,412	-161,5925	283,6537	303,3504	-163,2073	278,4884	297,8278	
Cornflowerblue	Fill square	23	2	167,3228	261,9925	350,8707	159,5697	168,9287	346,9474	167,2335	263,6896	346,1941	148,6241	216,3174	367,7018	156,9668	215,846	367,4248	
Cornflowerblue	Fill square	25	2	165,8687	259,9742	369,0207	163,1159	172,9004	365,8265	165,9657	263,0933	363,7349	157,7479	216,5247	382,6043	164,771	216,6873	382,033	
Cornflowerblue	Fill square	32	2	153,2475	278,827	373,513	156,4443	180,2072	368,9796	154,8092	281,4696	368,817	141,8818	229,6904	389,0966	150,6159	229,7254	388,7703	
Cornflowerblue	Fill square	33	2	142,8505	276,1124	362,5482	154,9302	179,8053	359,0235	143,0527	278,4521	357,1812	132,9471	225,687	378,9585	140,6433	227,938	378,1571	
Cornflowerblue	Fill square	35	2	163,8953	269,7514	365,7575	159,0261	166,5406	368,465	161,3313	270,3676	360,1794	146,9968	221,6267	385,1516	155,5529	219,7983	383,2109	
Cornflowerblue	Fill square	36	2	149,6908	265,5337	361,3958	128,531	167,6599	361,4778	146,6564	270,2835	357,7482	120,5873	220,7383	376,6495	131,8696	218,9526	379,0087	
Cornflowerblue	Fill square	37	2	155,1752	272,1439	373,2077	144,2798	179,5449	376,4	158,4729	274,9486	368,6727	137,74	227,7504	390,9925	148,4745	226,5305	392,8504	
Cornflowerblue	Fill square	39	2	234,2578	218,938	378,6017	206,768	126,0435	374,8995	236,5138	221,277	371,3913	208,2343	176,1821	395,1724	219,5017	172,3759	392,4636	
Cornflowerblue	Fill square	40	2	153,5357	266,7877	366,5863	138,3688	169,1668	367,8895	152,23	269,0468	362,1438	132,9821	221,2915	381,4997	138,9952	219,6847	381,7317	
Cornflowerblue	Fill square	41	2	195,6457	247,8256	373,4302	188,6893	145,526	370,9143	196,2125	249,3465	369,5644	178,1925	199,4746	390,8851	189,0746	197,7364	389,8153	
Cornflowerblue	Fill square	42	2	88,4709	301,3392	374,4432	117,9061	204,7861	373,6219	84,6853	303,6845	370,6903	90,9865	249,211	389,7494	96,4305	251,4324	390,2829	
Cornflowerblue	Fill square	44	2	94,86	300,6737	364,3199	108,6797	202,3452	358,8229	90,5271	302,8985	361,1662	85,3552	249,7836	377,7593	96,1681	250,0381	376,6821	
Cornflowerblue	Fill square	45	2	153,6783	267,5953	370,7141	154,8798	168,8766	372,7645	152,0444	269,5559	367,8413	144,0809	219,3302	389,3266	150,5307	218,9668	388,8072	
Cornflowerblue	Fill square	46	2	149,5913	263,5624	363,1034	144,2529	170,0664	366,5174	149,4203	265,0787	358,6662	123,9146	219,2491	381,4938	133,2332	218,9251	384,3462	
Cornflowerblue	Fill square	47	2	184,5323	253,152	358,9003	174,2521	155,6328	365,0773	181,8637	254,8188	351,3411	164,9136	206,6431	376,9278	175,3444	205,8124	378,9575	
Cornflowerblue	Fill square	48	2	210,5994	236,2151	362,5639	181,4623	129,6945	367,0575	207,0916	237,5382	356,4437	184,1472	188,8473	380,6789	193,7521	186,0723	382,5008	
Cornflowerblue	Fill square	50	2	178,5313	234,7918	364,1163	171,526	139,6292	361,2866	177,3363	237,2623	360,3326	157,9195	186,7434	377,4382	164,75	186,5928	377,8266	
Cornflowerblue	Fill square	51	2	139,7092	274,4743	366,8704	158,8235	183,6688	360,1353	139,0146	277,9854	362,253	137,7097	226,7537	381,6968	145,2803	227,7767	382,3657	
Cornflowerblue	Fill square	54	2	145,2226	282,7635	360,5383	159,9165	189,2024	366,5664	143,2475	285,5811	354,7152	142,4223	235,7244	378,5377	148,847	236,5065	378,4226	
Cornflowerblue	Fill square	55	2	150,9489	280,5866	372,0818	153,964	175,7411	368,8304	146,6647	282,3395	368,5862	137,1823	228,0712	390,4523	143,3482	228,8535	389,4173	
Cornflowerblue	Fill square	57	2	89,444	296,6441	352,1673	106,4915	204,6572	350,887	85,374	299,1009	349,7805	84,1056	248,8701	361,8792	92,2872	248,5303	363,3694	
Cornflowerblue	Fill square	58	2	147,0991	270,8844	373,7264	139,3937	176,2277	371,388	148,0975	273,5642	369,8904	128,1472	225,0148	386,641	136,0872	224,3875	387,092	
Cornflowerblue	Fill square	63	2	135,8416	280,0055	361,1914	139,0091	185,6863	364,2543	133,1173	282,8839	355,5301	123,7831	231,7944	372,7901	132,9249	231,3237	373,8469	
Cornflowerblue	Fill square	64	2	200,7754	250,007	369,5084	192,3968	153,8448	365,2334	199,2496	252,9873	366,1685	182,8016	202,2348	382,8589	192,4421	201,9037	383,445	
Cornflowerblue	Fill square	65	2	182,1385	258,7158	368,0983	169,6404	149,8617	368,7792	183,8539	260,6585	364,3416	157,6342	210,8996	382,3428	166,71	208,9273	384,4172	
Cornflowerblue	Fill square	69	2	137,6214	284,3797	354,9556	142,6863	186,7437	364,1763	136,9847	286,4229	351,1276	122,9513	236,0015	370,4805	131,4646	236,6906	370,2472	
Cornflowerblue	Fill square	70	2	145,9198	286,3971	372,7416	163,7103	178,6734	373,0352	140,0882	286,0946	369,3473	145,3673	230,4838	397,3007	152,6555	232,2804	396,6637	
Cornflowerblue	Fill square	71	2	221,637	223,1562	368,9557	197,9408	130,2447	368,9457	221,5822	225,7767	365,8535	199,5783	176,773	383,4101	210,59	177,6116	382,9857	
Cornflowerblue	Fill square	72	2	143,246	272,6822	375,0671	144,3371	170,5814	371,5775	143,2913	274,8035	369,2461	126,6457	225,9332	385,1259	139,5162	223,9959	389,6085	
Cornflowerblue	Fill square	73	2	162,1542	274,2903	382,4765	162,0702	175,1486	380,9587	159,1369	274,8747	378,1089	148,1328	224,5192	401,2792	159,1567	224,1577	401,1743	
Cornflowerblue	Fill square	74	2	183,4329	237,8283	394,0444	167,3275	153,2357	386,5521	185,1455	238,3237	390,9051	163,2377	196,3302	404,5497	175,0647	193,3428	406,3342	
Cornflowerblue	Fill square	75	2	151,3761	269,2322	374,4773	149,7181	178,6314	371,9976	153,9488	270,067	370,0084	139,3367	223,4496	386,4488	149,0531	224,0565	386,92	
Cornflowerblue	Fill square	76	2	148,5575	231,8648	373,2253	122,2728	146,0541	369,3407	147,5116	234,4717	370,0482	122,0918	193,8626	384,5784	131,9481	190,3688	384,4457	
Cornflowerblue	Fill square	78	2	151,8765	288,4998	363,3403	151,7447	181,9627	369,5248	150,4227	289,8421	357,2066	134,9916	236,3615	386,0299	144,2703	236,7218	385,7367	
Cornflowerblue	Fill square	79	2	165,8573	225,455	369,7242	167,3511	129,6871	369,6856	162,9716	227,3867	367,3034	152,5835	174,8453	379,1987	160,8598	176,4854	378,5984	
Cornflowerblue	Fill square	80	2	108,5819	299,8688	363,3774	125,3468	211,6723	362,8983	106,122	302,074	361,2924	110,0535	253,2679	377,8041	118,3949	255,429	378,202	
Cornflowerblue	Fill square	85	2	215,4336	226,825	361,4319	192,6801	130,7492	361,7796	212,656	230,656	357,4452	187,1026	184,0633	371,9894	202,5878	180,1166	375,871	
Cornflowerblue	Fill square	86	2	123,9817	241,2287	371,8545	97,2148	144,8849	363,6304	123,6285	244,0962	364,8546	96,4081	195,8198	383,3105	103,8774	193,4788	384,2523	
Cornflowerblue	Fill square	87	2	306,48	131,8207	362,1577	249,54	43,2711	357,958	304,2599	135,3189	359,3119	264,535	95,9788	382,9431	272,8693	91,2857	381,5565	
Cornflowerblue	Fill square	88	2	217,519	222,7816	364,6364	187,5755	128,0716	359,4922	218,3006	224,8603	361,0075	190,0908	179,6312	374,8233	199,254	175,6192	373,8025	
Cornflowerblue	Fill square	90	2	305,3565	110,527	354,747	255,242	32,8155	350,1415	302,6703	114,2505	355,0263	272,0302	76,4502	369,1881	279,0733	71,8516	365,6	
Cornflowerblue	Fill square	94	2	152,4108	275,8999	369,2369	157,1763	182,4172	369,5657	148,1809	279,4422	366,5026	143,6981	227,8614	387,8298	152,4182	227,7722	386,601	
Cornflowerblue	Fill square	96	2	172,7062	267,9366	374,236	177,3097	172,7784	364,9955	176,3159	267,9662	369,912	158,4613	220,3277	393,186	170,22	219,552	390,9998	
Cornflowerblue	Fill square	97	2	302,6453	113,5421	360,3551	249,7283	33,9644	364,856	300,354	117,337	357,8762	266,787	80,1338	383,2375	274,8748	73,1509	379,1059	
Cornflowerblue	Fill square	98	2	150,4802	271,9848	373,5584	149,9776	176,2736	372,6832	149,9569	272,6033	368,4677	137,3536	223,4943	388,6647	145,7808	224,4915	390,4571	
Cornflowerblue	Fill square	99	2	295,7004	112,5071	366,8588	239,5556	30,3797	359,0614	293,8894	115,897	367,3671	259,5102	77,1043	381,5265	264,2939	73,5802	378,4976	
Cornflowerblue	Fill square	103	2	255,0754	156,7404	366,5953	197,6384	72,9681	366,1361	252,2034	159,8376	366,4838	215,4278	122,0059	388,7618	221,2544	118,3362	386,3608	
Cornflowerblue	Fill square	112	2	223,8293	148,106	346,0781	164,6261	69,7218	347,8318	223,0424	151,1971	342,5027	182,3773	115,7999	363,903	188,8568	111,8765	363,775	
Cornflowerblue	Fill square	116	2	120,6585	252,9169	364,0307	103,3314	145,9959	365,1493	120,2806	255,7472	358,9275	94,4173	201,902	380,6095	101,5438	200,8269	382,7649	
Cornflowerblue	Fill square	119	2	162,9627	274,5426	356,2762	158,6256	173,6258	363,8924	157,7694	276,7984	353,7046	147,0031	223,9644	385,1157	158,4507	224,6787	384,3268	
Cornflowerblue	Fill square	121	2	154,858	273,5689	357,8078	156,2723	167,3698	360,318	154,7826	276,5675	354,6827	136,6657	221,7351	376,8228	144,185	222,0586	377,5038	
Cornflowerblue	Fill square	122	2	189,834	257,3516	370,6846	176,775	160,7946	375,979	184,86	259,0075	367,7791	170,299	211,2641	391,5573	186,4922	209,0377	391,308	
Cornflowerblue	Fill square	123	2	92,8995	296,7929	374,0473	112,6826	202,2057	367,239	90,0313	298,97	371,4507	89,1533	245,032	386,2083	95,1894	247,2846	386,096	
Cornflowerblue	Fill square	124	2	200,0629	230,3352	357,605	172,5701	145,0396	364,264	200,9713	232,8151	351,3111	169,0444	194,7217	373,0544	181,6427	190,6376	375,4843	
Cornflowerblue	Fill square	125	2	137,4101	275,1926	370,562	137,2272	186,34	367,4872	137,4763	277,3021	366,0769	122,5285	230,2788	388,5698	135,7431	229,764	385,6112	
Cornflowerblue	Fill square	126	2	169,8388	269,71	361,8244	164,2229	175,4186	364,9315	169,6318	272,8858	357,1142	155,2365	225,2098	383,1484	162,5738	224,1469	381,4044	
Cornflowerblue	Fill square	129	2	155,7163	269,2799	343,7785	151,8322	179,4062	346,5406	151,278	271,6251	340,5234	141,2252	226,2201	360,6479	149,0169	225,0521	361,1739	
Cornflowerblue	Fill square	131	2	154,5196	278,6636	369,5008	151,9022	178,5541	371,1292	157,2576	279,5027	366,5955	141,4056	228,3011	388,2832	150,0397	229,4889	390,5491	
Cornflowerblue	Fill square	132	2	160,9398	269,5739	367,7555	156,4906	166,9253	367,4605	155,862	272,3547	363,7863	140,6891	219,5175	384,9998	148,039	219,5566	384,7751	
Cornflowerblue	Fill square	138	2	-209,4119	-218,0388	292,6397	-155,0261	-137,0844	281,9273	-207,384	-222,7431	294,6169	-175,7699	-180,0913	310,9685	-182,2846	-176,185	304,3422	
Cornflowerblue	Fill square	144	2	-214,8872	-219,0948	265,2352	-167,9065	-135,7125	262,0617	-214,0085	-221,0403	265,4993	-182,3908	-181,9027	288,1403	-188,5562	-179,1747	284,5005	
Cornflowerblue	Fill square	183	2	76,6481	-93,2392	352,5631	110,1824	-184,2551	352,2344	72,4963	-91,1001	348,7739	81,827	-142,7995	371,7476	89,5651	-140,0138	370,5249	
Cornflowerblue	Fill square	233	2	155,4105	65,3405	345,6415	250,0353	76,592	342,7547	153,1672	63,4444	339,7802	205,1802	55,4303	357,6785	204,7736	65,0793	357,9101	
Cornflowerblue	Fill square	238	2	152,5531	89,218	344,3325	236,9324	103,4635	345,9938	148,7517	90,7485	339,8312	197,3188	83,0554	359,4732	195,9165	88,5185	359,4475	
Cornflowerblue	Fill square	239	2	154,5765	88,5439	348,2648	242,2052	101,1767	345,8804	151,2329	86,2448	343,9704	201,2378	80,9898	364,9726	200,0539	87,0073	364,9099	
Cornflowerblue	Fill square	241	2	148,6294	83,3629	333,8077	245,996	99,966	334,1428	147,4009	81,5465	329,3908	201,1034	74,0433	354,7593	199,2226	83,155	354,2721	
Cornflowerblue	Fill square	243	2	159,3926	71,3275	345,7185	254,1756	79,7114	341,8596	156,0877	70,0872	340,5978	208,4809	58,3249	363,2648	207,7794	65,801	362,6906	
Cornflowerblue	Fill square	245	2	160,0738	68,9384	335,961	251,3273	69,6035	334,0288	156,1776	65,037	331,7696	207,0288	56,9063	349,9065	207,2843	63,0909	350,5678	
